PMID|DCOM|DP|REC|ACC|PM
1147735|19750913|1975 Feb|N/A|N/A|1975/02/01
282574|19790313|1978 Nov|N/A|N/A|1978/11/01
3537495|19870121|1986 Oct 1|N/A|N/A|1986/10/01
20013569|20100315|2009 Dec|N/A|N/A|2009/12/17
15860403|20050830|2005 May 11|2003/12/05|2004/01/08|2005/04/30
21396495|20110509|2011 Mar|2010/08/11|2010/09/07|2011/03/15
11315579|20010524|2001 Mar|N/A|N/A|2001/04/24
5484524|19710121|1970 Nov|N/A|N/A|1970/11/01
26800068|20160527|2016 Jan|N/A|N/A|2016/01/23
5160386|19720501|1971 Dec|N/A|N/A|1971/12/01
8057245|19940913|1994 Jul-Aug|N/A|N/A|1994/07/01
22766586|20130520|2012 Jul|N/A|N/A|2012/07/07
11665801|20021119|2001 Oct|N/A|N/A|2001/10/23
4649466|19730323|1972 Oct|N/A|N/A|1972/10/01
4834306|19740828|1974 Jul|N/A|N/A|1974/07/01
951090|19761002|1976 May-Jun|N/A|N/A|1976/05/01
8146876|19940505|1993 Dec|N/A|N/A|1993/12/01
13718049|19981101|1960 Oct 15|N/A|N/A|1960/10/15
21248460|20111027|2010 Dec|N/A|N/A|2011/01/21
11826329|20020226|2002 Jan|N/A|N/A|2002/02/05
544909|19800712|1979 Nov|N/A|N/A|1979/11/01
20024854|20100301|2009 Nov|N/A|N/A|2009/12/22
34504807|20211019|2021|2021/05/04|2021/07/09|2021/09/11
25983559|20150518|2014|2014/12/03|2015/02/09|2014/01/01
32076901|20210209|2020 Sep|2019/09/24|2020/01/27|2020/02/23
19955220|20100624|2010 Apr 1|N/A|N/A|2009/12/04
3273336|19900427|1988|N/A|N/A|1988/01/01
21653204|20140211|2012 Mar|N/A|N/A|2011/06/10
7844683|19950308|1995 Feb|N/A|N/A|1995/02/01
19332256|20090925|2009 Apr|2008/09/03|2008/12/29|2009/04/01
28716007|20180108|2017 Jul 17|2017/03/09|2017/07/05|2017/07/19
14208274|19961201|1964 Sep 5|N/A|N/A|1964/09/05
841528|19770430|1977 Feb|N/A|N/A|1977/02/01
31872976|20210413|2020 Feb|2019/07/16|2019/11/04|2019/12/25
21357777|20110707|2011 May 10|N/A|N/A|2011/03/02
3318141|19880115|1987 Jun 15|N/A|N/A|1987/06/15
30929101|20190610|2019 Jun|2019/01/04|2019/03/23|2019/04/01
4040723|19850909|1985 Sep|N/A|N/A|1985/09/01
4532485|19750506|1974|N/A|N/A|1974/01/01
18053594|20100923|2008 Oct 13|2007/04/03|2007/07/07|2007/12/07
9199965|19970807|1997 Jun|N/A|N/A|1997/06/01
26681781|20160517|2016 Jan|N/A|2015/09/15|2015/12/19
30102167|20180917|2018 Aug 4|2018/03/23|2018/06/27|2018/08/14
2546264|19890825|1989|N/A|N/A|1989/01/01
14842413|20040215|1951 Mar|N/A|N/A|1951/03/01
20881874|20101116|2010 Nov|N/A|N/A|2010/10/01
12824210|20030708|2003 Jun 25|N/A|N/A|2003/06/26
16757544|20080123|2007 Dec|N/A|N/A|2006/06/08
2863388|19851007|1985 Jul|N/A|N/A|1985/07/01
34126013|20220110|2021 Jul 23|N/A|N/A|2021/06/15
27472894|20170927|2016 Oct 15|2016/04/03|2016/07/08|2016/07/30
35340145|20220331|2022 Mar 24|N/A|N/A|2022/03/28
7570531|19951122|1995 Oct 10|N/A|N/A|1995/10/10
30670465|20191217|2019 Feb 4|2018/04/17|2019/01/07|2019/01/24
8236194|19931215|1993 Sep 30|N/A|N/A|1993/09/30
8226237|19931201|1993 Sep 15|N/A|N/A|1993/09/15
8288341|19940218|1993 Apr|N/A|N/A|1993/04/01
11834492|20020403|2002 Mar|N/A|N/A|2002/02/09
17520894|20070710|2007|N/A|N/A|2007/05/25
5632084|19681017|1967 Jul-Aug|N/A|N/A|1967/07/01
9458874|19980223|1998 Jan|N/A|N/A|1998/02/12
20585006|20100730|2010 Jul 13|N/A|N/A|2010/06/30
34093526|20210921|2021|2020/12/08|2021/04/06|2021/06/08
3776998|19861204|1986 Nov|N/A|N/A|1986/11/01
14325476|19961201|1965 Jul 1|N/A|N/A|1965/07/01
7598575|19950802|1995 Jul|N/A|N/A|1995/07/01
34237110|20211021|2021 Jul|2021/03/25|2021/06/21|2021/07/09
704517|19781220|1978 Jul|N/A|N/A|1978/07/01
228507|19800124|1979 Aug|N/A|N/A|1979/08/01
28652676|N/A|2017 Jul|2016/06/16|2016/08/12|2017/06/28
20414835|20100817|2010 Mar|N/A|N/A|2010/04/24
22854287|20121107|2012 Sep|2012/03/27|2012/07/03|2012/08/03
4204735|19740404|1972|N/A|N/A|1972/01/01
15629393|20050201|2005 Jan 4|N/A|N/A|2005/01/05
4418931|19741228|1974 Jan-Feb|N/A|N/A|1974/01/01
13422217|20020501|1956|N/A|N/A|1956/01/01
15154605|20040722|2004 Mar|N/A|N/A|2004/05/25
20990940|20101028|1946 Jul|N/A|N/A|1946/07/01
15277731|20050412|2004 Aug|N/A|N/A|2004/07/28
20374359|20100702|2009 Sep|N/A|N/A|2010/04/09
5616090|19690807|1967 Nov|N/A|N/A|1967/11/01
13924374|19981101|1961 Sep|N/A|N/A|1961/09/01
28500369|20180604|2017 Nov|2016/11/02|2017/04/12|2017/05/14
18355222|20090303|2008 Sep-Oct|N/A|N/A|2008/03/22
5745958|19700928|1968 Feb|N/A|N/A|1968/02/01
32698608|20210215|2021 Feb|N/A|N/A|2020/07/24
8231370|19931208|1993 Oct 16|N/A|N/A|1993/10/16
2854115|19890526|1988 Dec|N/A|N/A|1988/12/01
3400607|19880826|1988 Aug 1|N/A|N/A|1988/08/01
8778340|19960917|1996 Mar|N/A|N/A|1996/03/01
11389357|20010816|2001 Jun|N/A|N/A|2001/06/05
7601621|19950810|1995 May|N/A|N/A|1995/05/01
215340|19790313|1979 Feb|N/A|N/A|1979/02/01
19556262|20100521|2009 Aug|N/A|N/A|2009/06/27
1718093|19911107|1991 Jun 25|N/A|N/A|1991/06/25
22422802|20121126|2012 Jul|N/A|N/A|2012/03/17
18266775|20080617|2008 May|N/A|N/A|2008/02/13
2932691|19851125|1985 Sep 7|N/A|N/A|1985/09/07
8358855|19930930|1993 Aug|N/A|N/A|1993/08/01
15949188|20050901|2005 Jun|N/A|N/A|2005/06/14
17679621|20070828|2007 Aug 7|N/A|N/A|2007/08/08
19015608|20090602|2008|N/A|N/A|2008/11/19
8376702|19931020|1993 Oct|N/A|N/A|1993/10/01
8978317|19970127|1997 Jan|N/A|N/A|1997/01/01
20555426|20101022|2010 May|N/A|N/A|2010/06/18
9259081|19970911|1997|N/A|N/A|1997/01/01
10485314|19991021|1999 Sep|N/A|N/A|1999/09/15
18779348|20081014|2008 Sep 29|N/A|N/A|2008/09/10
13645761|20000701|1958 Oct 15|N/A|N/A|1958/10/15
23465253|20131022|2013 May|2012/09/12|2013/01/25|2013/03/08
16631119|20060622|2006 Jun 9|2006/03/13|2006/03/22|2006/04/25
35178700|20220413|2022 May|2021/10/03|2022/02/06|2022/02/19
14870166|20040215|1951|N/A|N/A|1951/01/01
25313289|20150810|2014 Dec|N/A|N/A|2014/10/15
8682092|19960821|1995 Dec|N/A|N/A|1995/12/01
31060730|20200131|2019 Jul 1|2019/01/18|2019/03/19|2019/05/08
34378270|20211221|2021 Dec|2021/04/29|2021/07/30|2021/08/12
4844259|19740930|1974 Aug|N/A|N/A|1974/08/01
4264491|19730215|1972 Nov|N/A|N/A|1972/11/01
10746343|20000501|1999|N/A|N/A|2000/04/04
1469813|19930128|1992 Dec|N/A|N/A|1992/12/01
34753718|20211111|2021 Nov 9|N/A|N/A|2021/11/11
27493633|20160805|2016|2016/06/07|2016/07/06|2016/08/06
3006354|19860331|1985 Dec|N/A|N/A|1985/12/01
30729114|N/A|2019|2018/09/21|2019/01/07|2019/02/08
34544955|20220318|2022 Mar 15|N/A|N/A|2021/09/22
14132585|19961201|1964 Mar|N/A|N/A|1964/03/01
18341161|20080423|2008 Jan|N/A|N/A|2008/03/18
16239568|20051206|2005 Nov|N/A|N/A|2005/10/22
28944227|N/A|2017 Jul-Sep|2017/06/12|2017/08/04|2017/09/26
7181232|19830214|1982 Dec|N/A|N/A|1982/12/01
34206332|N/A|2021 Jun 22|2021/04/29|2021/06/18|2021/07/03
6100098|19850626|1984 Dec|N/A|N/A|1984/12/01
33363788|N/A|2020 Dec|2020/06/11|2020/07/20|2020/12/29
5190699|19690409|1968 Oct|N/A|N/A|1968/10/01
13231581|20030501|1954 Nov 19|N/A|N/A|1954/11/19
9199949|19970806|1997 Mar|N/A|N/A|1997/03/01
21889035|20120601|2011 Sep 1|2010/04/29|2010/05/17|2011/09/06
17529909|20071015|2007 Sep|N/A|N/A|2007/05/29
29383542|20181010|2018 Jun|N/A|N/A|2018/02/01
18598198|20081118|2008 Aug 15|N/A|N/A|2008/07/05
26003903|20160307|2015 Jun|2014/10/20|2015/01/12|2015/05/25
3186410|19881212|1988|N/A|N/A|1988/01/01
13866327|19981101|1962 Jan 11|N/A|N/A|1962/01/11
7477236|19951221|1995 Dec 21|N/A|N/A|1995/12/21
8891464|19970130|1996 Oct|N/A|N/A|1996/10/01
28675186|20180521|2017 Jun|N/A|N/A|2017/07/05
27091051|20170221|2016 Sep|2016/01/13|2016/04/08|2016/04/20
2044556|19910716|1991 Feb|N/A|N/A|1991/02/01
34399967|20211004|2021 Oct 15|2021/06/28|2021/07/07|2021/08/18
28992169|20171012|2017 Sep 1|2015/06/30|N/A|2017/10/11
9152498|19970730|1997 May-Jun|N/A|N/A|1997/05/01
35220489|N/A|2022 Feb 27|2021/12/24|2022/02/11|2022/02/28
2735089|19890721|1989 Apr|N/A|N/A|1989/04/01
31462282|20200504|2019 Aug 29|2019/03/11|2019/07/23|2019/08/30
23513048|20130509|2013 Mar|N/A|N/A|2013/03/21
6868485|19830817|1983 Jan|N/A|N/A|1983/01/01
13665922|20000701|1959 May|N/A|N/A|1959/05/01
3021378|19861205|1986 Sep|N/A|N/A|1986/09/01
30269630|20190410|2019 Mar|N/A|N/A|2018/10/03
34543772|N/A|2021 Sep 17|2021/08/18|2021/09/10|2021/09/21
966420|19761121|1976|N/A|N/A|1976/01/01
29434214|20190930|2018 Feb 12|2017/02/21|2018/01/16|2018/02/13
18909514|20081016|1948 Apr|N/A|N/A|1948/04/01
4544813|19740529|1973|N/A|N/A|1973/01/01
18782487|20081216|2008 Sep|N/A|N/A|2008/09/11
32004732|20210820|2020 Jul - Aug|2019/10/15|2020/01/27|2020/02/01
7056155|19820412|1982 Jan 15|N/A|N/A|1982/01/15
1823404|19920918|1991 Jan-Jun|N/A|N/A|1991/01/01
12003824|20020620|2002 Jun|N/A|N/A|2002/05/11
9235064|19970730|1997 Mar|N/A|N/A|1997/03/01
23154720|20130502|2012|N/A|N/A|2012/11/17
2566070|19890621|1989 May 20|N/A|N/A|1989/05/20
28546236|20180319|2017 May 24|N/A|N/A|2017/05/27
29764898|20190930|2018 Sep 11|N/A|N/A|2018/05/17
8697763|19960905|1995 Dec|N/A|N/A|1995/12/01
14287522|19961201|1965 Jan|N/A|N/A|1965/01/01
3128212|19880428|1987 Oct|N/A|N/A|1987/10/01
33654640|N/A|2021 Jan 29|N/A|N/A|2021/03/04
452354|19790829|1979 Feb 17|N/A|N/A|1979/02/17
29659231|20180510|2016 Nov-Dec|N/A|N/A|2016/11/01
9892537|19990310|1998 Nov|N/A|N/A|1999/01/19
14825626|20040215|1951 Feb|N/A|N/A|1951/02/01
30557130|20191021|2019 Jul-Aug|2018/08/22|2018/11/05|2018/12/18
29925558|20181107|2018 Jun 19|N/A|N/A|2018/06/22
13336532|20030501|1956|N/A|N/A|1956/01/01
20271453|20100318|1947 Sep|N/A|N/A|1947/09/01
3499926|19880121|1987 Oct|N/A|N/A|1987/10/01
22153350|20120516|2012 Feb|N/A|N/A|2011/12/14
2966436|19880531|1988 Mar 12|N/A|N/A|1988/03/12
4194145|19700910|1970 Jun 27|N/A|N/A|1970/06/27
33611907|20210223|2021 Feb 24|N/A|N/A|2021/02/23
18333548|20080401|2008 Feb 2|N/A|N/A|2008/03/13
16239571|20051206|2005 Nov|N/A|N/A|2005/10/22
9272505|19971016|1997 Aug|N/A|N/A|1997/08/01
13705570|19981101|1960 Oct|N/A|N/A|1960/10/01
24420915|20141027|2014 Mar|2013/08/19|2013/11/19|2014/01/15
5123043|19720202|1971 Oct 22|N/A|N/A|1971/10/22
6019458|19670425|1967 Mar|N/A|N/A|1967/03/01
11481572|20010927|2001 Jul-Aug|N/A|N/A|2001/08/02
18664087|20080911|2008 Mar-Apr|N/A|N/A|2008/07/31
5754152|19700302|1968|N/A|N/A|1968/01/01
22796574|20121217|2012 Sep|2012/02/07|2012/06/28|2012/07/17
1926925|19911107|1991 Jun 25|N/A|N/A|1991/06/25
1915453|19911108|1991 Aug|N/A|N/A|1991/08/01
24772701|20140520|2013 Sep|N/A|N/A|2014/04/30
9248329|19970919|1997 Jun|N/A|N/A|1997/06/01
17237135|20070403|2007 Mar 1|N/A|N/A|2007/01/24
23195432|20130709|2013 Feb|2012/07/25|2012/10/15|2012/12/01
2228909|19901221|1990|N/A|N/A|1990/01/01
470109|19791024|1979 May|N/A|N/A|1979/05/01
23098151|20130404|2012 Sep|N/A|N/A|2012/10/27
1378859|19920821|1992 Aug|N/A|N/A|1992/08/01
13829070|19981101|1959 Sep 5|N/A|N/A|1959/09/05
11992583|20020725|2002 Jun|N/A|N/A|2002/05/07
25127336|20150625|2014 Oct 20|2014/07/11|2014/07/27|2014/08/16
8247630|19940105|1993 Jun|N/A|N/A|1993/06/01
14131879|19961201|1964 Mar|N/A|N/A|1964/03/01
4632815|19730524|1973 Mar|N/A|N/A|1973/03/01
8072017|19940929|1994 May|N/A|N/A|1994/05/01
25528576|20160113|2015 Mar-Apr|2014/05/22|2014/10/06|2014/12/22
6669428|19840411|1983 Nov|N/A|N/A|1983/11/01
4049078|19851104|1985|N/A|N/A|1985/01/01
1797138|19920416|1991|N/A|N/A|1991/01/01
25960155|20160520|2015 Aug|2014/07/15|2015/04/08|2015/05/12
22839584|20120906|2012|N/A|N/A|2012/07/31
17086744|20070914|2006 Sep|N/A|N/A|2006/11/08
19166116|20090310|2008 Dec|N/A|N/A|2009/01/27
5422058|19700807|1970 Mar 24|N/A|N/A|1970/03/24
9082062|19970328|1997|N/A|N/A|1997/01/01
4174236|19680916|1968 Jan|N/A|N/A|1968/01/01
21193680|20110520|2011 Mar|N/A|N/A|2011/01/05
28540649|20171208|2017 Jul|N/A|N/A|2017/05/26
11998336|20020619|2002 Mar|N/A|N/A|2002/05/10
2854784|19890629|1988 Dec|N/A|N/A|1988/12/01
11838936|20020314|2001 Nov-Dec|N/A|N/A|2002/02/13
22447201|20121219|2012 Jul-Aug|N/A|N/A|2012/03/27
8816166|19961227|1996 Jul|N/A|N/A|1996/07/01
26034322|20160301|2015 May|N/A|N/A|2015/06/03
23615051|20140213|2013|N/A|N/A|2013/04/26
18971100|20090213|2008 Nov|2008/04/18|2008/07/17|2008/10/31
4251212|19710425|1971 Jan|N/A|N/A|1971/01/01
20392309|20100928|2010 Jun|N/A|N/A|2010/04/16
1344098|19940426|1992 May-Jun|N/A|N/A|1992/05/01
5486422|19710202|1970 Dec|N/A|N/A|1970/12/01
5065327|19720921|1972 Sep|N/A|N/A|1972/09/01
23349530|20130708|2013 Feb|N/A|N/A|2013/01/26
11688584|20011204|2001 Sep|N/A|N/A|2001/11/02
12707353|20030813|2003 May 1|N/A|N/A|2003/04/23
4102034|19710619|1971 May 1|N/A|N/A|1971/05/01
6857064|19830708|1983 Feb|N/A|N/A|1983/02/01
22293868|20130328|2012 Aug 21|N/A|2012/01/26|2012/02/02
6053762|19671219|1967 Sep|N/A|N/A|1967/09/01
27565924|20171207|2016 Sep|2016/04/26|2016/06/30|2016/08/28
714000|19790124|1978 Aug|N/A|N/A|1978/08/01
4398346|19711116|1968 Oct 4|N/A|N/A|1968/10/04
32328712|20201207|2020 Aug|2020/02/02|2020/04/10|2020/04/25
23877548|20131203|2013 Jul-Aug|N/A|N/A|2013/07/24
5344239|19691202|1969 May-Jun|N/A|N/A|1969/05/01
4352041|19730912|1972 Dec|N/A|N/A|1972/12/01
13321709|20030501|1956 Mar 24|N/A|N/A|1956/03/24
2525776|19890810|1989 Jun 24|N/A|N/A|1989/06/24
28528257|20181109|2017 Nov - Dec|2017/02/08|2017/05/11|2017/05/22
23056844|20121012|2011 Dec|2010/03/13|2010/07/05|2012/10/12
4419121|19750114|1974 Oct|N/A|N/A|1974/10/01
34977085|N/A|2021|2021/09/26|2021/11/15|2022/01/04
739565|19790425|1978 Aug|N/A|N/A|1978/08/01
12920584|20040727|2004 May|2003/03/27|N/A|2003/08/16
4314292|19700514|1969 Dec|N/A|N/A|1969/12/01
6685784|19840107|1983 Nov|N/A|N/A|1983/11/01
16631005|20060517|2006 Apr 18|2005/07/05|2005/11/28|2006/04/25
32026556|20201204|2020 Mar|2020/01/26|2020/01/27|2020/02/07
4896895|19691021|1968|N/A|N/A|1968/01/01
2663783|19890823|1989 Jul|N/A|N/A|1989/07/01
12717549|20160423|2003 Apr|N/A|N/A|2003/04/30
33449342|20220407|2021 Oct|N/A|2020/12/11|2021/01/16
21333491|20110801|2011 May|2010/11/15|2011/01/18|2011/02/22
26728359|20161005|2016 Jan 4|2015/08/06|2015/12/21|2016/01/06
8487838|19930610|1993 Jun 10|N/A|N/A|1993/06/10
12914761|20030916|2003 May|N/A|N/A|2003/08/14
4996932|19710813|1970 Mar 20|N/A|N/A|1970/03/20
1963335|19910409|1990 Aug|N/A|N/A|1990/08/01
11426798|20010712|2001 Jun|N/A|N/A|2001/06/28
25804033|20150504|2014|N/A|N/A|2014/01/01
4295818|19680501|1966|N/A|N/A|1966/01/01
24713911|20141218|2014 Apr-Jun|N/A|N/A|2014/04/10
3187680|19881220|1988|N/A|N/A|1988/01/01
30619258|20191025|2018|2018/09/28|2018/11/21|2019/01/09
4990380|19701201|1970 Sep 19|N/A|N/A|1970/09/19
12654146|20030730|2003 Apr|N/A|N/A|2003/03/26
895035|19771014|1977 Jun|N/A|N/A|1977/06/01
10531278|19991116|1999 Nov|N/A|N/A|1999/10/26
25382322|20170210|2014|N/A|N/A|2014/11/11
24835276|20150514|2014 Jul 1|N/A|N/A|2014/05/20
4901656|19700121|1969 Jul 1|N/A|N/A|1969/07/01
26522226|20160311|2015 Dec 4-11|2015/10/21|2015/10/26|2015/11/03
24366591|20140326|2013 Dec 24|N/A|N/A|2013/12/25
27228349|20171024|2016 May 26|2016/01/02|2016/04/12|2016/05/27
24878744|20150520|2014 Oct|2014/01/09|2014/05/10|2014/06/01
2034066|19910621|1991 Apr|N/A|N/A|1991/04/01
8803680|19961204|1996 May|N/A|N/A|1996/05/01
34962461|20220203|2021 Dec 14|2021/10/07|2021/10/14|2021/12/29
20814045|20110119|2010 Sep|N/A|N/A|2010/09/04
15061762|20041119|2004 Apr|N/A|N/A|2004/04/06
1845638|19931012|1991 Nov-Dec|N/A|N/A|1991/11/01
144256|19771229|1977 Oct|N/A|N/A|1977/10/01
8555988|19960226|1995 Aug|N/A|N/A|1995/08/01
31218916|20200824|2020 Jan|N/A|N/A|2019/06/21
3588098|19870629|1986 Oct|N/A|N/A|1986/10/01
16845885|20060823|2006 Jan|N/A|N/A|2006/07/19
13316359|20030501|1955 Nov-Dec|N/A|N/A|1955/11/01
19127454|20090213|2009 Jan|N/A|N/A|2009/01/08
25337196|20150702|2014|2014/07/10|2014/08/21|2014/10/23
9156396|19970718|1997 May|N/A|N/A|1997/05/01
28246755|20190813|2018 Feb|N/A|N/A|2017/03/02
8682090|19960821|1995 Dec|N/A|N/A|1995/12/01
4321341|19710209|1970 Dec 19|N/A|N/A|1970/12/19
2097743|19910723|1990|N/A|N/A|1990/01/01
31772403|N/A|2019 Nov|2019/05/22|2019/08/19|2019/11/28
5987494|19680210|1966 Jul-Aug|N/A|N/A|1966/07/01
11005334|20010301|2000|N/A|N/A|2000/09/27
15762832|20050422|2005|N/A|N/A|2005/03/15
5433601|19700922|1970 Aug|N/A|N/A|1970/08/01
31202742|20201109|2020 Feb|2018/09/25|2019/01/05|2019/06/17
29219251|20190403|2017 Nov|2017/08/08|2017/08/19|2017/12/09
20637387|20100812|2010 Jul|2009/04/10|2009/04/16|2010/07/20
33001056|20201008|2020 Oct|N/A|N/A|2020/10/02
34821704|N/A|2021 Nov 6|2021/10/21|2021/11/04|2021/11/26
32188089|20201217|2020 Mar 16|2020/02/10|2020/03/13|2020/03/20
29306334|20180823|2018 Mar|N/A|N/A|2018/01/08
16410529|20060223|2006 Feb|N/A|N/A|2006/01/18
26613943|20160525|2016 Feb|2014/12/16|2015/11/04|2015/11/29
30176160|20190418|2018|N/A|N/A|2018/09/04
2539789|19890523|1989 Mar|N/A|N/A|1989/03/01
6452204|19810613|1981|N/A|N/A|1981/01/01
19933281|20110428|2010 Mar|N/A|N/A|2009/11/26
13622575|20000701|1959 Jan 2|N/A|N/A|1959/01/02
4185277|19691021|1969 Jun 6|N/A|N/A|1969/06/06
28868104|N/A|2017 Aug|2017/07/23|2017/08/03|2017/09/05
22588459|20130527|2012 Dec|2012/02/18|2012/04/25|2012/05/17
16950876|20061030|2006 Sep 12|N/A|N/A|2006/09/05
4754524|19740119|1973|N/A|N/A|1973/01/01
5855208|19660326|1965 Apr|N/A|N/A|1965/04/01
10898141|20001103|2000 May|N/A|N/A|2000/07/18
20931487|20110104|2010|N/A|N/A|2010/10/12
13503321|20000701|1957 Aug|N/A|N/A|1957/08/01
18499933|20080814|2008 May|N/A|N/A|2008/05/27
34102244|20210714|2021 Aug 15|2021/05/31|2021/06/02|2021/06/09
5386436|19701020|1969 Jan 23|N/A|N/A|1969/01/23
3759266|19861110|1986 Sep|N/A|N/A|1986/09/01
17089245|20070403|2006 Oct|N/A|N/A|2006/11/08
24304055|20131213|2013 Dec 5|N/A|N/A|2013/12/07
13253869|20030501|1955 Sep 22|N/A|N/A|1955/09/22
31553838|20191002|2019 Sep 26|N/A|N/A|2019/09/26
11908778|20020904|2001|N/A|N/A|2002/03/23
14023768|19981101|1962 Nov 23|N/A|N/A|1962/11/23
25242311|20150714|2014 Nov|2014/06/26|2014/08/29|2014/09/23
19215688|20090413|2009 Jan-Feb|N/A|N/A|2009/02/14
7659578|19951002|1995 Jun|N/A|N/A|1995/06/01
13295941|20030501|1956 Jan|N/A|N/A|1956/01/01
20293027|20100318|1947 Apr|N/A|N/A|1947/04/01
15107527|20040624|2004 Apr|N/A|N/A|2004/04/27
31632398|20201030|2019|2019/06/26|2019/09/12|2019/10/22
21295200|20110321|2011 Mar|2010/05/18|2010/10/17|2011/02/08
4341265|19721019|1972|N/A|N/A|1972/01/01
25184216|20150126|2014 Dec|N/A|N/A|2014/09/04
31350364|20200610|2019 Aug|N/A|N/A|2019/07/28
23029542|20130220|2012|2012/05/11|2012/09/01|2012/10/03
21490304|20130708|2012 Jul|N/A|N/A|2011/04/15
35192678|20220411|2022 Feb|2021/08/10|2022/02/04|2022/02/23
15549613|20060328|2005 Sep-Oct|N/A|N/A|2004/11/19
25634418|N/A|2014 Nov-Dec|2013/07/03|2014/12/03|2015/01/31
30113354|20190110|2018 Oct|N/A|N/A|2018/08/17
5580694|19710727|1971 May|N/A|N/A|1971/05/01
35343477|20220331|2022 Apr|N/A|N/A|2022/03/29
32013855|20210901|2020|2019/09/09|2020/01/19|2020/02/06
29538462|20180628|2018|2017/07/06|2018/02/08|2018/03/15
26025406|20160331|2015 May 28|2014/12/20|2015/05/18|2015/05/31
4658397|19730607|1972 Oct|N/A|N/A|1972/10/01
23336952|20140212|2013 Jun 5|2012/11/05|2012/12/25|2013/01/23
25373572|20150723|2014 Nov|N/A|N/A|2014/11/07
1465356|19930121|1992 Oct|N/A|N/A|1992/10/01
22704822|20121025|2012 Jul-Aug|2011/10/01|2011/11/30|2012/06/19
766575|19760410|1975|N/A|N/A|1975/01/01
23179054|20130614|2012 Dec|N/A|N/A|2012/11/28
35169401|N/A|2022 Feb 11|2021/12/22|2022/01/21|2022/02/17
5367914|19700314|1969 Sep|N/A|N/A|1969/09/01
8567308|19960306|1995 Sep-Oct|N/A|N/A|1995/09/01
4317822|19701002|1966|N/A|N/A|1966/01/01
7162894|19830407|1982 Dec|N/A|N/A|1982/12/01
9750426|19981105|1998 Jul|N/A|N/A|1998/09/29
14202072|19961201|1964 Apr|N/A|N/A|1964/04/01
17412785|20070918|2007 Jul|N/A|N/A|2007/04/07
5788463|19690807|1969 May|N/A|N/A|1969/05/01
3031353|19870430|1986 Dec|N/A|N/A|1986/12/01
1423981|19921201|1992 Nov|N/A|N/A|1992/11/01
15391893|20040930|1949 Sep|N/A|N/A|1949/09/01
27168588|20170308|2016 Apr 28|2016/03/23|2016/04/18|2016/05/12
28536222|20180222|2017 May 22|N/A|N/A|2017/05/26
20142908|20100209|2008 Apr|N/A|N/A|2008/04/01
9132787|19970501|1997 Jan|N/A|N/A|1997/01/01
11991672|20021210|2002 Feb 21|N/A|N/A|2002/05/07
2973304|19881215|1988|N/A|N/A|1988/01/01
24136392|20140106|2013 Oct 17|N/A|N/A|2013/10/19
32515469|20210323|2020 Jun 26|2019/12/26|2020/06/08|2020/06/10
14853053|20040215|1951 Jul 26|N/A|N/A|1951/07/26
4235250|19690109|1968 Nov|N/A|N/A|1968/11/01
12238389|20030311|2002 Jul|N/A|N/A|2002/09/20
34485412|N/A|2021|2021/06/10|2021/07/22|2021/09/07
9129853|19970627|1997 May-Jun|N/A|N/A|1997/05/01
29965858|20190918|2018 Sep|N/A|N/A|2018/07/03
8012080|19940725|1993 Oct|N/A|N/A|1993/10/01
6127891|19821218|1982|N/A|N/A|1982/01/01
5083444|19730105|1972 Aug|N/A|N/A|1972/08/01
16752524|20061019|2006 Mar-Apr|N/A|N/A|2006/06/07
19150247|20100108|2009 Nov-Dec|2007/12/16|2008/10/21|2009/01/20
12792925|20030826|2003 May|N/A|N/A|2003/06/07
30848420|20191024|2019 Mar|2019/02/21|2019/02/26|2019/03/09
14497273|19981101|1962 May|N/A|N/A|1962/05/01
21635745|20110913|2011 Jun 2|2011/01/27|2011/06/02|2011/06/04
866024|19770718|1977 Apr|N/A|N/A|1977/04/01
3765631|19861120|1986 May 15|N/A|N/A|1986/05/15
2233934|19901211|1990 Nov 29|N/A|N/A|1990/11/29
20361910|20100909|2010 Aug|2009/01/07|2009/03/06|2010/04/07
12980163|20030501|1952 Jun|N/A|N/A|1952/06/01
977376|19761230|1976 Oct|N/A|N/A|1976/10/01
19353470|20090415|2009 Apr|N/A|N/A|2009/04/09
6373562|19840711|1984 May|N/A|N/A|1984/05/01
11130455|20010125|2000 Apr|N/A|N/A|2000/12/29
15541979|20050503|2004 Dec|2004/01/02|2004/05/10|2004/11/16
14267411|19961201|1964 Nov 24|N/A|N/A|1964/11/24
29709930|20181126|2018 Sep 15|N/A|N/A|2018/05/02
25344085|20150526|2014|2014/07/22|2014/10/17|2014/10/26
32520905|20210210|2020 Jul|N/A|N/A|2020/06/11
18346351|20080508|2007 Dec|N/A|N/A|2008/03/19
5796652|19690905|1969 Feb 15|N/A|N/A|1969/02/15
6883895|19831008|1983 Sep|N/A|N/A|1983/09/01
5467804|19700723|1970 Jan|N/A|N/A|1970/01/01
7230516|19810723|1981 Mar|N/A|N/A|1981/03/01
18935031|20081020|1948 Apr|N/A|N/A|1948/04/01
32788544|20210414|2020 Dec 15|N/A|N/A|2020/08/14
29430404|N/A|2018 Feb 4|2017/10/05|2017/12/28|2018/02/13
30898219|20200219|2019 Mar 26|2018/12/19|2018/12/20|2019/03/23
32464107|20210615|2021 Jan|2019/11/18|2020/03/16|2020/05/29
32342011|20210624|2020 Mar 20|N/A|N/A|2020/04/29
