PMID|DCOM|DP|REC|ACC|PM
35151635|N/A|2022 Feb 10|2021/07/14|2022/01/31|2022/02/14
32608242|20210121|2021 Jan|N/A|N/A|2020/07/02
34293552|20211001|2021 Sep-Oct|2021/06/29|2021/07/08|2021/07/23
35169677|N/A|2022 Jan|2021/06/30|2021/12/20|2022/02/17
35265414|N/A|2022 Feb|N/A|2022/02/03|2022/03/11
35345992|N/A|2022 Mar 28|2021/09/29|2022/02/02|2022/03/30
35153372|N/A|2022 Feb 7|2021/05/14|2021/05/15|2022/02/15
33984092|N/A|2020 Jul|2020/06/01|2020/06/09|2021/05/14
33089052|N/A|2020 Oct|2020/04/22|2020/06/02|2020/10/23
32397816|20200518|2020 May|N/A|N/A|2020/05/14
35075442|N/A|2022 Jan|2021/06/10|2021/12/31|2022/01/26
32986881|20201105|2020 Oct|2020/06/09|2020/09/10|2020/09/29
34957734|20220120|2022 Jan 27|2021/08/19|2021/12/07|2021/12/28
35006305|20220218|2022 Feb|N/A|2021/12/28|2022/01/11
34865500|20220207|2022 Feb|N/A|N/A|2021/12/07
34340927|20210929|2021 Oct|N/A|N/A|2021/08/04
33187633|20210114|2021 Jan|2020/05/18|2020/10/01|2020/11/15
34339544|20220126|2022 Jan|2021/04/01|2021/07/14|2021/08/03
33357651|20210106|2020 Nov-Dec|2020/07/07|2020/10/28|2020/12/29
32693958|20201130|2020 Nov - Dec|2020/04/25|2020/06/05|2020/07/23
33225553|20210217|2020 Dec|2020/09/17|2020/11/18|2020/11/24
34811716|20220302|2022|2021/09/10|2021/11/14|2021/11/24
33425276|N/A|2020 Fall|N/A|N/A|2021/01/12
33821246|N/A|2021 Apr|2020/10/16|2021/01/22|2021/04/07
32981925|20201106|2020 Oct 23|N/A|N/A|2020/09/29
35221086|20220302|2022 Mar|N/A|N/A|2022/03/01
35433557|N/A|2022|2021/11/22|2022/02/28|2022/04/19
33632429|20210304|2021|N/A|N/A|2021/02/27
33984083|N/A|2020 Dec|2020/09/14|2020/09/19|2021/05/14
35389977|20220411|2022 Apr 8|N/A|N/A|2022/04/08
34430109|N/A|2021 Jul|N/A|2021/07/19|2021/08/26
32890939|20201118|2020 Nov|2020/07/22|2020/08/25|2020/09/06
32747591|20200806|2020 Aug|N/A|2020/05/26|2020/08/05
35329986|N/A|2022 Mar 16|2022/02/18|2022/03/15|2022/03/26
33458751|20210603|2021 May 28|2020/12/15|2021/01/14|2021/01/19
32564757|20200917|2020|2020/04/18|2020/06/08|2020/06/23
35238384|N/A|2022 Mar 3|2022/02/20|2022/02/26|2022/03/04
32788432|20201221|2020 Nov 15|N/A|N/A|2020/08/14
32913621|N/A|2020 May 29|2020/05/02|2020/05/11|2020/09/12
32654966|20201204|2020 Nov|2020/05/14|2020/06/10|2020/07/14
34862617|20220304|2022 Apr|2021/10/08|2021/12/01|2021/12/05
34518081|20211008|2021 Oct|2021/08/16|2021/08/20|2021/09/15
34740463|20211124|2021 Nov|2021/06/25|2021/10/10|2021/11/07
34496880|20210922|2021 Sep 9|2021/06/08|2021/07/14|2021/09/10
34185047|20211014|2021 Oct 1|N/A|N/A|2021/06/30
32591283|20201002|2020 Oct - Dec|2020/04/09|2020/06/15|2020/06/28
33065115|20210203|2021 Feb|2020/09/18|2020/10/09|2020/10/17
34407902|N/A|2021 Aug 19|N/A|N/A|2021/08/20
35343473|20220331|2022 Apr|N/A|N/A|2022/03/29
35433282|20220419|2022|N/A|N/A|2022/04/19
33092731|20201027|2020 Oct 27|2020/08/31|2020/09/01|2020/10/24
32441761|20201019|2020 Oct 1|2020/04/19|2020/05/11|2020/05/23
32599178|20201116|2020 Nov|2020/05/14|2020/06/23|2020/07/01
33419740|20210114|2021 Jan 8|N/A|N/A|2021/01/10
33614338|N/A|2021 Jan 16|N/A|N/A|2021/02/23
34812324|N/A|2021 Oct|N/A|2021/10/21|2021/11/24
32972561|20201009|2020 Sep|2020/07/06|2020/08/04|2020/09/26
34509326|20220126|2022 Feb|2021/06/09|2021/08/24|2021/09/13
34743690|20211115|2021 Nov 8|2021/04/09|2021/10/26|2021/11/09
34756746|20220105|2021 Dec|2021/07/14|2021/09/17|2021/11/11
34778310|N/A|2021|2021/07/25|2021/09/29|2021/11/16
34704459|20220324|2022 Apr|N/A|N/A|2021/10/28
32685307|N/A|2020 Jun 15|N/A|N/A|2020/07/21
34978002|20220420|2022 Apr|2021/09/27|2021/11/25|2022/01/04
33761041|20220111|2022 Jan|N/A|2021/02/15|2021/03/25
33995798|20210524|2021|2020/12/17|2021/01/07|2021/05/18
32837909|N/A|2020 Oct|N/A|N/A|2020/08/25
35264415|20220316|2022 Mar|2021/12/31|2022/02/08|2022/03/11
33748343|N/A|2021|2020/12/10|2021/01/30|2021/03/23
35138329|20220415|2022 Apr 1|N/A|N/A|2022/02/10
32526224|20200921|2020 Aug|2020/04/20|2020/06/05|2020/06/12
32449121|20201125|2020 Dec|2020/04/26|2020/05/18|2020/05/26
34938983|N/A|2022 Mar|2021/12/12|2021/12/13|2021/12/24
32847728|20210317|2021 Feb|2020/06/22|2020/08/12|2020/08/28
32252591|20200511|2020 May 8|N/A|N/A|2020/04/08
35173141|20220218|2022 Feb 17|N/A|N/A|2022/02/18
32957030|20201125|2020 Nov|2020/04/27|2020/07/20|2020/09/22
33176458|20201201|2020 Nov|N/A|N/A|2020/11/13
33970106|20210805|2021 Jul 26|N/A|N/A|2021/05/11
33739142|20211025|2021 Oct|N/A|N/A|2021/03/20
35291413|N/A|2022 Apr|2022/01/25|2022/03/06|2022/03/17
34886921|N/A|2021 Dec 10|N/A|N/A|2021/12/11
34969397|20220107|2021 Dec 30|2021/09/20|2021/12/21|2022/01/01
33222494|20201221|2020 Dec|N/A|N/A|2020/11/24
32878870|20200924|2020 Oct|N/A|2020/08/11|2020/09/04
35154722|N/A|2022 Feb|2021/11/26|2022/01/14|2022/02/15
35012323|20220328|2022 Mar|N/A|N/A|2022/01/12
32965010|20200930|2020 Sep|N/A|N/A|2020/09/24
33484452|20210809|2021 Aug|2020/07/20|2021/01/06|2021/01/24
32727177|20200803|2020 Aug 12|N/A|N/A|2020/07/31
34887937|N/A|2021 Nov|2021/09/30|2021/11/24|2021/12/11
34998242|20220201|2022 Jan|2021/10/03|2021/12/22|2022/01/09
32140732|20200507|2020 May|N/A|N/A|2020/03/07
33392658|20210223|2021 Mar|2020/11/23|2020/12/17|2021/01/05
34954013|20220307|2022 Apr|2021/08/25|2021/12/19|2021/12/27
35154981|N/A|2022 Jan|N/A|2022/01/06|2022/02/15
33442589|N/A|2020 Dec|2020/05/08|2020/08/21|2021/01/15
32770794|20201230|2020 Sep|2020/05/20|2020/07/17|2020/08/10
35221085|20220302|2022 Mar|N/A|N/A|2022/03/01
33478655|20210129|2021 Jan 26|2020/10/29|2020/11/17|2021/01/23
32405989|N/A|2020 Jun|2020/04/14|2020/04/15|2020/05/15
32820084|20210226|2021 Mar|2020/05/05|2020/06/18|2020/08/21
32427645|20200630|2020 Jul|N/A|N/A|2020/05/20
34118375|20211206|2021 Oct|2021/02/28|2021/05/21|2021/06/13
34046852|20211110|2021 Nov|2021/03/09|2021/05/12|2021/05/29
32971105|20201109|2020 Nov 1|2020/06/22|2020/09/19|2020/09/25
34237049|20210709|2021 Jul 9|N/A|N/A|2021/07/09
34948342|20220103|2021 Dec 17|2021/10/27|2021/12/14|2021/12/25
33165899|20201119|2020|2020/06/05|2020/07/13|2020/11/10
33336781|20210101|2020 Dec|N/A|N/A|2020/12/19
35371688|N/A|2022 Feb|N/A|2022/02/17|2022/04/05
32277408|20201007|2020 Oct|2020/02/06|2020/04/05|2020/04/12
33733043|N/A|2021 Feb|2020/08/19|2021/01/16|2021/03/19
35288197|20220419|2022 Jun 1|2022/02/25|2022/03/07|2022/03/16
34838472|20220224|2022 Mar|2021/09/27|2021/10/11|2021/11/29
33998522|20210601|2021 May|2020/11/04|2020/11/21|2021/05/18
32731958|20200909|2020 Sep|2020/05/18|2020/06/05|2020/08/01
33654630|N/A|2021 Jan 28|N/A|N/A|2021/03/04
34875604|20211209|2021|N/A|N/A|2021/12/08
34432976|20210927|2021 Sep 16|N/A|N/A|2021/08/26
32617120|N/A|2020 Feb|2020/05/01|2020/05/22|2020/07/04
34438608|N/A|2021 Aug 23|2021/07/24|2021/08/13|2021/08/28
34907088|N/A|2021 Dec 14|N/A|N/A|2021/12/16
32710927|20200921|2020 Sep 15|2020/05/19|2020/06/29|2020/07/28
35152456|20220404|2022 May|2022/01/10|2022/01/18|2022/02/14
33092785|20201217|2020 Dec|2020/09/28|2020/10/04|2020/10/24
35178272|N/A|2022 Mar|2020/09/12|2020/10/07|2020/11/19
33682655|20211001|2021 Sep|N/A|N/A|2021/03/09
34342500|20211001|2021 Oct|N/A|N/A|2021/08/04
34668687|20211101|2021 Oct 11|N/A|N/A|2021/10/21
35310989|N/A|2022|2021/12/19|2022/01/31|2022/03/22
32941261|20201014|2020 Nov/Dec|N/A|N/A|2020/09/18
34534685|20211209|2021 Nov-Dec|2021/08/26|2021/09/09|2021/09/18
34963812|N/A|2021 Dec|2021/07/26|2021/12/09|2021/12/30
35414326|N/A|2022 Apr 18|N/A|N/A|2022/04/14
32725422|20201102|2020 Nov|2020/07/10|2020/07/18|2020/07/30
35073155|20220323|2022 Mar|N/A|N/A|2022/01/25
32354800|20200810|2020 Aug|2020/04/04|2020/04/15|2020/05/02
33540143|20210312|2021 Mar|2021/01/06|2021/01/21|2021/02/05
33506856|20220225|2021 Nov-Dec 23|2020/08/20|2020/12/04|2021/01/29
35230520|N/A|2022 Mar 1|2021/08/27|2022/01/04|2022/03/02
34922867|20220411|2022 Apr|2021/07/12|2021/11/03|2021/12/20
34916207|20211229|2021 Dec 16|N/A|N/A|2021/12/18
34180390|20220118|2022 Jan|N/A|N/A|2021/06/29
35306680|N/A|2022 Mar 19|2021/09/25|2022/03/11|2022/03/21
33895311|20210721|2021 Jul-Aug|2021/04/06|2021/04/08|2021/04/26
34930527|20220119|2021 Dec 21|2021/06/17|2021/12/10|2021/12/22
33283237|20210817|2021 Aug 14|2020/07/09|2020/12/13|2020/12/08
34133825|20210906|2021 Aug|2021/06/08|2021/06/11|2021/06/17
34166884|20210817|2021 Oct|2021/04/08|2021/06/11|2021/06/25
32662058|N/A|2020 Jul|N/A|N/A|2020/07/15
34115106|20210819|2021 Aug 1|N/A|N/A|2021/06/12
34940941|N/A|2021 Dec 23|2021/09/29|2021/12/14|2021/12/24
35258639|20220322|2022 Mar|2021/12/16|2022/02/12|2022/03/09
33837673|20210617|2021 Jul|2021/01/17|2021/03/10|2021/04/11
33336773|20210101|2020 Dec|N/A|N/A|2020/12/19
33562759|N/A|2021 Feb 5|2021/01/13|2021/02/01|2021/02/11
35251049|20220311|2022|2022/01/10|2022/01/31|2022/03/08
35262745|20220331|2022 Apr|N/A|2022/02/08|2022/03/10
32201335|20200519|2020 May 12|2020/03/17|2020/03/17|2020/03/24
34106098|20210614|2021 Aug 2|N/A|N/A|2021/06/10
35074491|20220331|2022 Apr 15|2021/12/13|2022/01/19|2022/01/26
32835276|N/A|2020 Jul 15|2020/04/26|2020/05/11|2020/08/25
33663062|20210316|2021 Feb 26|2020/09/18|2021/01/13|2021/03/06
35436559|N/A|2022 Apr 15|2022/01/09|2022/04/08|2022/04/19
34601566|20220127|2022 Jan 24|2021/09/09|2021/09/21|2021/10/04
32959075|20210301|2021 Mar|2020/07/13|2020/09/10|2020/09/23
32968306|20200930|2020 Oct|N/A|N/A|2020/09/25
34281357|20210816|2021 Aug 10|N/A|N/A|2021/07/21
33090441|20201204|2020 Oct|N/A|N/A|2020/10/23
34840488|N/A|2022 Mar|2021/08/14|2021/11/17|2021/11/30
34088762|20210910|2021 Sep|N/A|2021/05/28|2021/06/06
34356086|20210816|2021 Jul 14|2021/05/10|2021/07/13|2021/08/07
32728901|20200916|2020 Sep|2020/05/10|2020/07/09|2020/07/31
32423791|20201029|2020 Aug|2020/05/11|2020/05/11|2020/05/20
33036920|20210825|2021 Jul|2020/08/14|2020/09/28|2020/10/11
34712717|N/A|2021|2021/08/15|2021/09/20|2021/10/30
33450334|20210225|2021 Mar|2020/11/24|2020/11/30|2021/01/16
32282027|20200519|2020 May 14|N/A|N/A|2020/04/14
35380028|20220406|2022 Apr 4|2021/12/01|2022/03/15|2022/04/06
32856328|20201230|2020 Sep|2020/05/30|2020/07/16|2020/08/29
35203260|20220303|2022 Feb 10|2021/12/17|2022/02/06|2022/02/26
34712875|N/A|2021 Oct|N/A|N/A|2021/10/30
35320390|N/A|2022 Mar 23|2021/12/22|2022/03/15|2022/03/24
34546329|20211227|2021 Dec 20|2021/09/09|N/A|2021/09/22
35177093|20220228|2022 Feb 17|2021/10/30|2022/01/25|2022/02/19
34720198|N/A|2021|N/A|2021/09/07|2021/11/02
33614986|20220107|2021 Apr|2020/08/18|2020/11/23|2021/02/23
34260481|20211025|2021 Nov 1|N/A|N/A|2021/07/15
33069383|20201217|2020 Dec|2020/09/25|2020/10/04|2020/10/19
33317101|20201221|2020 Dec 9|2020/11/09|2020/12/07|2020/12/16
32864934|20200903|2020 Aug 1|N/A|N/A|2020/09/01
35106967|20220323|2022 Apr|2021/06/04|2022/01/16|2022/02/03
34876937|N/A|2021 Dec 3|2021/09/08|2021/11/08|2021/12/09
33648659|20210310|2021 Mar|2020/10/16|2020/10/16|2021/03/03
32731932|20200804|2020 Aug 4|2020/06/22|2020/06/22|2020/08/01
34082008|20210623|2021 Aug 1|2021/03/31|2021/05/26|2021/06/04
33454267|20210309|2021 Mar|2020/11/24|2020/12/02|2021/01/18
33235977|N/A|2020|N/A|2020/09/29|2020/11/26
33394709|20210208|2021 Mar 1|N/A|N/A|2021/01/05
34722899|N/A|2021 Jan|2020/07/08|2020/10/31|2021/11/02
32902824|20201124|2020 Dec|2020/06/11|2020/08/25|2020/09/10
32317203|20200716|2020 Jul|2020/04/07|2020/04/14|2020/04/23
34599881|20220103|2022 Jan|2021/06/28|2021/09/02|2021/10/03
35059506|N/A|2022 Mar|2021/08/04|2021/12/21|2022/01/22
32828177|20200929|2020 Oct|2020/06/24|2020/07/31|2020/08/24
34277198|N/A|2021 Jun|N/A|2021/06/10|2021/07/20
32593338|20200708|2020 Jun 27|2020/05/12|2020/05/26|2020/07/01
32352535|20200817|2020 Aug 1|2020/04/05|2020/04/14|2020/05/01
34125938|20210618|2021|2021/06/08|2021/06/08|2021/06/15
34744118|20220330|2022 Mar 25|N/A|N/A|2021/11/09
34780967|20220223|2022 Mar|2021/08/11|2021/11/04|2021/11/16
33387999|20210113|2020 Dec 30|2020/11/02|2020/12/08|2021/01/04
33016817|20210519|2021 Apr|N/A|N/A|2020/10/06
34626774|20211102|2021 Dec|2021/08/19|2021/08/23|2021/10/10
32462177|20210107|2021 Jan 1|2020/05/13|2020/05/15|2020/05/29
32653344|20201001|2020 Oct|2020/05/28|2020/06/15|2020/07/13
33166657|20210120|2021 Jan|2020/07/15|2020/11/02|2020/11/10
35334625|20220331|2022 Mar 20|2022/01/20|2022/03/18|2022/03/27
32747875|N/A|2020|N/A|N/A|2020/08/05
34708861|20220110|2021|2021/05/14|2021/09/23|2021/10/29
34191268|N/A|2021 Dec|2021/05/10|N/A|2021/07/01
34623175|N/A|2021 Oct 8|N/A|N/A|2021/10/09
32587104|20200709|2020 Jun|N/A|2020/05/27|2020/06/27
33201768|20210302|2021 Mar|N/A|N/A|2020/11/18
35153093|20220310|2022 Mar 15|2021/09/15|2022/02/02|2022/02/15
35152121|20220328|2022 Apr|2021/10/17|2022/01/28|2022/02/14
32380802|20200511|2020 May 7|2020/04/13|2020/04/29|2020/05/10
34739868|20211221|2022 Jan|2021/08/05|2021/10/02|2021/11/06
34731877|20211105|2021 Nov 1|N/A|N/A|2021/11/04
34791154|20220316|2022 Mar 14|2021/04/23|2021/09/13|2021/11/19
33190387|20210305|2021 Feb|2020/07/14|2020/09/16|2020/11/16
34107985|20210623|2021 Jun 10|2020/12/30|2021/04/28|2021/06/11
35273882|N/A|2022 Feb|N/A|2022/02/04|2022/03/12
34441453|N/A|2021 Aug 23|2021/08/10|2021/08/20|2021/08/28
33437916|N/A|2020 Dec|2020/04/28|2020/07/29|2021/01/14
33850027|20210906|2021 May|N/A|2020/11/20|2021/04/15
32997947|20201125|2020 Nov 10|N/A|N/A|2020/10/01
35329890|N/A|2022 Mar 12|2022/02/15|2022/03/10|2022/03/26
35227503|20220412|2022 May 1|2021/12/08|2022/01/10|2022/03/02
34236331|20210715|2021 Jul|N/A|N/A|2021/07/09
34794189|20220331|2022 Apr|N/A|N/A|2021/11/19
33443537|20210826|2021 Aug 1|N/A|N/A|2021/01/15
34036814|20210601|2021 Jan-Dec|N/A|N/A|2021/05/27
34907393|20220307|2022 Feb|2021/10/15|2021/11/15|2021/12/16
33155956|20201110|2020 Sep 17|2020/06/12|2020/06/30|2020/11/07
33723014|20210331|2021 Mar|2020/10/03|2021/02/22|2021/03/17
32504751|20200824|2020 Sep 1|2020/04/20|2020/06/01|2020/06/07
32561518|20200924|2020 Oct|N/A|2020/06/03|2020/06/21
34044430|20210607|2021 Jun 1|N/A|N/A|2021/05/28
35224605|20220301|2022 Feb|N/A|N/A|2022/03/01
34840235|20220218|2022 Feb 15|N/A|N/A|2021/11/30
33862215|20210702|2021 Jun|2021/01/27|2021/04/07|2021/04/17
34731321|20220310|2022 Feb|2021/07/30|2021/09/28|2021/11/04
34614335|20211019|2021 Oct 7|N/A|N/A|2021/10/07
35063975|20220131|2022 Jan|N/A|N/A|2022/01/23
34651099|N/A|2021 Oct|2021/01/19|2021/08/23|2021/10/16
33407975|20210318|2021 Mar|N/A|N/A|2021/01/08
34630967|N/A|2021|2021/03/09|2021/07/08|2021/10/12
34734240|N/A|2021 Nov 3|2021/08/28|N/A|2021/11/05
34778411|N/A|2021|2021/08/15|2021/09/28|2021/11/16
35384908|20220408|2022 May-Jun 01|N/A|N/A|2022/04/07
34473684|20210903|2021 Sep 3|N/A|N/A|2021/09/03
32771409|20201102|2020 Oct|2020/06/05|2020/08/04|2020/08/11
32243205|20200619|2020 Jun 9|N/A|N/A|2020/04/04
32418875|20200818|2020 Jul|N/A|N/A|2020/05/19
34866122|20220330|2022 Mar 25|N/A|N/A|2021/12/07
34133884|20210816|2021 Aug 10|N/A|N/A|2021/06/17
33383171|20210319|2021 Apr|2020/10/26|2020/12/21|2021/01/01
34755526|20220324|2022 Apr|N/A|N/A|2021/11/11
35399549|N/A|2022 Jan|2021/08/22|2021/10/26|2022/04/12
34940520|N/A|2021 Nov 26|2021/09/26|2021/11/21|2021/12/24
33827763|20210611|2021 Jul-Aug|2021/02/15|2021/02/17|2021/04/09
33368288|20210426|2021 Apr|2020/08/16|2020/12/21|2020/12/29
32517999|20201001|2020 Oct|2020/04/30|2020/05/13|2020/06/11
35100755|20220203|2022 Feb 1|N/A|N/A|2022/02/02
34027427|N/A|2021|N/A|N/A|2021/05/25
34391209|20211029|2021 Oct|N/A|N/A|2021/08/15
33714720|20210708|2021 Jul-Sep|2021/01/21|2021/02/10|2021/03/15
32907870|20210222|2020 Sep 8|N/A|N/A|2020/09/11
35409960|20220413|2022 Apr 2|2022/02/17|2022/04/01|2022/04/13
32291207|20200615|2020 Jul 15|2020/03/04|2020/03/30|2020/04/16
34866957|N/A|2021|2021/06/16|2021/10/10|2021/12/07
34952008|20220401|2022 Apr|2021/09/29|2021/12/16|2021/12/25
33994339|20210906|2021 Sep|2021/02/17|2021/03/15|2021/05/18
34667414|N/A|2021 Jul-Sep|2021/01/25|2021/03/01|2021/10/21
33169595|20201119|2020 Nov 9|2020/05/19|2020/08/07|2020/11/11
32529795|20201112|2020 Oct|2020/04/15|2020/05/18|2020/06/13
32577331|N/A|2020 Jun 18|N/A|N/A|2020/06/25
35028213|N/A|2021 Dec|N/A|2021/12/09|2022/01/15
35227016|20220304|2022 Feb 21|2021/08/13|2021/12/15|2022/03/01
32267502|20200519|2020 May 14|2020/03/27|2020/04/02|2020/04/09
35047731|N/A|2021 Dec|2021/05/24|2021/11/15|2022/01/21
34075319|N/A|2021 Jun|2021/04/19|2021/05/22|2021/06/03
34042947|20210921|2021 Sep 1|N/A|N/A|2021/05/28
32381502|20200924|2020 Oct|N/A|2020/04/21|2020/05/10
33919536|N/A|2021 Apr 18|2021/03/15|2021/04/16|2021/05/01
32371557|20200909|2020 Aug 31|N/A|N/A|2020/05/07
32861884|20201130|2020 Nov - Dec|2020/06/15|2020/08/18|2020/08/31
33107217|N/A|2020 Oct 26|2020/06/22|2020/09/16|2020/10/28
34592443|20211208|2021 Dec|2021/06/16|2021/09/22|2021/10/01
33717830|N/A|2021 Mar 5|N/A|2021/01/29|2021/03/16
35321100|N/A|2022|2021/12/01|2022/02/03|2022/03/25
32795091|20200826|2020 Aug 18|N/A|N/A|2020/08/17
34119431|20211109|2021 Nov|2021/04/27|2021/04/29|2021/06/14
34656975|20211223|2022 Jan|N/A|N/A|2021/10/18
32730555|20201204|2020 Nov 1|N/A|N/A|2020/07/31
33225579|20210305|2021 Feb|2020/05/14|2020/09/09|2020/11/24
33248208|20210907|2021 Aug|2020/09/21|2020/11/10|2020/11/29
34787887|20220302|2022|2021/07/31|2021/10/24|2021/11/18
32706293|20201124|2020 Dec|N/A|N/A|2020/07/25
32343968|20200720|2020 Jul|2020/04/09|2020/04/20|2020/04/29
34864874|N/A|2021 Dec 2|N/A|N/A|2021/12/06
33172748|20201211|2020 Dec|2020/04/14|2020/10/12|2020/11/12
33617781|20210413|2021 Apr|2020/11/25|2021/02/02|2021/02/23
34229940|20211217|2021 Dec|2021/06/04|2021/06/24|2021/07/08
33688409|N/A|2020 Jul-Sep|2020/08/15|2020/08/18|2021/03/11
34453510|N/A|2021 Aug 28|2021/08/23|N/A|2021/08/29
33997520|N/A|2021 Apr|N/A|N/A|2021/05/18
35378797|N/A|2022 Mar 31|2022/02/16|2022/03/13|2022/04/06
34734821|20211109|2021 Nov|N/A|N/A|2021/11/05
32616176|20200708|2020 Jul|2020/05/27|2020/05/27|2020/07/04
34529127|20211001|2021 Oct|N/A|2021/08/24|2021/09/17
33117957|N/A|2020 Oct|2020/05/02|2020/05/27|2020/10/30
33866822|20210812|2021 Jul 27|N/A|N/A|2021/04/20
34339728|20211105|2021 Nov|2021/06/30|2021/07/16|2021/08/03
34856634|20220211|2022|2021/12/01|2021/12/01|2021/12/03
32516032|20200826|2020 Aug 18|N/A|N/A|2020/06/10
33089053|N/A|2020 Oct|2020/04/15|2020/06/16|2020/10/23
32274570|20200415|2020 Apr 9|2020/03/21|2020/03/30|2020/04/11
34396358|N/A|2021 Aug|2021/07/02|2021/07/27|2021/08/17
33599545|20211125|2021 Sep|N/A|N/A|2021/02/19
34516657|20211105|2021 Nov|2021/07/03|2021/09/10|2021/09/14
33970675|20210517|2021 May 11|N/A|N/A|2021/05/11
32401577|20200622|2020 Jun|N/A|N/A|2020/05/14
34993395|N/A|2021 Dec|2021/04/24|2021/10/04|2022/01/08
32297796|20200619|2020 Jun 9|N/A|N/A|2020/04/17
33332151|20210215|2021 Feb 9|N/A|N/A|2020/12/18
35204637|N/A|2022 Feb 21|2021/12/31|2022/02/06|2022/02/26
32803387|20201204|2020 Dec|2020/06/16|2020/08/03|2020/08/18
32560765|20200624|2020 Sep 1|2020/05/07|2020/05/15|2020/06/21
34327697|20220201|2022 Feb|N/A|N/A|2021/07/31
33109794|20201110|2020 Oct-Dec|N/A|N/A|2020/10/29
34999173|20220405|2022 Apr|2021/10/27|2021/12/23|2022/01/10
32725595|20201208|2020 Dec|2020/06/07|2020/06/28|2020/07/30
32562192|20220111|2021 Dec|2020/06/07|2020/06/08|2020/06/21
35088026|N/A|2022 Jan|2021/08/06|2022/01/04|2022/01/29
34614328|20211221|2021 Dec 2|N/A|N/A|2021/10/07
32816835|20200831|2020 Aug 19|N/A|N/A|2020/08/21
35100809|20220224|2022 Feb|N/A|N/A|2022/02/02
33181794|20210111|2021 Jan 1|N/A|N/A|2020/11/13
32315757|20200724|2020 Jan - Feb|2020/03/24|2020/04/03|2020/04/22
34834458|N/A|2021 Oct 28|2021/08/31|2021/10/18|2021/11/28
32176300|20210128|2021 Jan 7|2020/03/01|2020/03/03|2020/03/17
34228985|20211105|2021 Nov|2021/06/22|2021/06/30|2021/07/07
33098814|20210406|2021 Apr|2020/08/11|2020/10/20|2020/10/26
32835279|N/A|2020 Jul 15|2020/04/29|2020/05/27|2020/08/25
34956207|20220106|2021|2021/09/17|2021/11/23|2021/12/28
34342728|20210806|2021 Aug 3|N/A|2021/04/11|2021/08/04
34874636|20211213|2021 Dec 2|N/A|N/A|2021/12/08
34588400|20220328|2022 Feb 25|N/A|N/A|2021/10/01
32705368|N/A|2020 Jul 23|2020/06/02|2020/07/13|2020/07/25
32499236|20200810|2020 Aug|2020/04/22|2020/05/17|2020/06/06
34695446|20211207|2021 Nov-Dec|2021/05/17|2021/10/21|2021/10/26
34165431|20210721|2021 Jun 1|N/A|N/A|2021/06/25
32387246|20200909|2020 Sep|N/A|N/A|2020/05/11
33350605|20210305|2021 Feb|2020/08/15|2020/11/15|2020/12/23
32360119|20200716|2020 Jul|2020/04/07|2020/04/25|2020/05/04
34448040|20211108|2021 Nov|2021/06/08|2021/08/16|2021/08/28
32412400|20200717|2020 Jul|N/A|N/A|2020/05/16
34393110|20220128|2021 Oct|N/A|N/A|2021/08/17
34108409|20211012|2021 Sep 1|N/A|N/A|2021/06/11
35414365|20220414|2022 Mar 31|2020/11/23|2021/02/01|2022/04/14
34420869|N/A|2021 Aug 16|2021/07/12|2021/08/09|2021/08/24
35039707|N/A|2022 Jan 13|2021/05/28|2021/10/22|2022/01/19
32542549|20201021|2020 Oct|2020/05/02|2020/06/09|2020/06/17
35194974|N/A|2022 Feb 23|2021/08/19|2021/12/14|2022/02/24
32968776|20210203|2020 Oct 14|2020/04/30|2020/07/28|2020/09/25
33727695|20210628|2021 Jul|2020/12/30|2021/02/13|2021/03/18
33194121|N/A|2020 Oct 29|N/A|N/A|2020/11/17
32467423|20210303|2021 Mar 1|N/A|N/A|2020/05/30
35342319|N/A|2022|2022/01/31|2022/02/28|2022/03/29
34578462|20211014|2021 Sep 21|2021/08/03|2021/09/18|2021/09/29
35198284|N/A|2022 Jan|N/A|2022/01/18|2022/02/25
33494822|20210201|2021 Jan 25|2020/09/14|2020/12/06|2021/01/27
34895937|20220117|2022 Jan 24|2021/07/12|2021/11/30|2021/12/14
34804335|20211129|2021|2021/09/08|2021/09/20|2021/11/23
33332751|20210305|2021 Feb|2020/07/04|2020/09/17|2020/12/18
34992721|20220110|2021|2021/09/14|2021/10/11|2022/01/08
34327844|20211013|2021 Oct|2021/02/12|2021/05/23|2021/07/31
32835305|N/A|2020 Jul 21|2020/04/20|2020/06/18|2020/08/25
35128370|N/A|2022 Jan 29|2021/11/20|2022/01/21|2022/02/08
32768490|20200914|2020 Oct 2|2020/06/12|2020/07/31|2020/08/10
33069385|20201217|2020 Dec|2020/09/22|2020/09/25|2020/10/19
35441011|N/A|2022 Apr|2021/12/06|2022/03/28|2022/04/21
34866030|N/A|2021 Nov 5|2021/05/28|2021/10/22|2021/12/07
34563439|20220218|2022 Apr|2021/09/05|2021/09/06|2021/09/27
35404682|20220413|2022 Apr 12|N/A|N/A|2022/04/12
32837211|N/A|2020 Sep|N/A|N/A|2020/08/25
34746968|20220322|2022 Mar|2021/09/06|2021/10/27|2021/11/09
34961430|20211229|2021|2021/01/22|2021/04/25|2021/12/29
34133885|20210816|2021 Aug 10|N/A|N/A|2021/06/17
33088905|N/A|2020|N/A|N/A|2020/10/23
32536978|N/A|2020 Feb|2020/05/06|2020/05/06|2020/06/17
